"","GO","GO-perm","PERMANOVA","BETADISPER","KS.original","WS.original","DHT"
"1",0.330725445386217,0.34,0.455,0.283,0.198518074119062,0.258991006515125,0.181
"2",0.442688341179507,0.442,0.895,0.464,0.280298078173,0.266617619877148,0.298
"3",0.310949743715015,0.303,0.48,0.308,0.776779874190215,0.643725810630776,0.468
"4",0.644247744789046,0.652,0.596,0.597,0.658353833006316,0.841490188891703,0.712
"5",0.760822916997767,0.742,0.725,0.784,0.843538022425553,0.729415301804413,0.842
"6",0.721465874662564,0.737,0.268,0.731,0.73377606601101,0.529534093811462,0.654
"7",0.0152116416202377,0.016,0.74,0.016,0.032673367556874,0.0303069864832181,0.007
"8",0.872255408161572,0.855,0.398,0.875,0.47489957278624,0.493434897336839,0.59
"9",0.988317931606794,0.987,0.892,0.99,0.903508658055376,0.855852882052431,0.981
"10",0.351368600027052,0.341,0.029,0.339,0.780187782416809,0.537375549169834,0.485
"11",0.374255203115228,0.381,0.644,0.389,0.773080238348148,0.766863325648118,0.343
"12",0.332617555772319,0.318,0.832,0.325,0.312941989622829,0.373821039969839,0.49
"13",0.143403416009614,0.15,0.065,0.126,0.189296378172223,0.0621104987161609,0.275
"14",0.458000246353785,0.459,0.155,0.475,0.798561889693482,0.768377177683451,0.538
"15",0.919992455003223,0.927,0.749,0.923,0.862834119969469,0.834345500627136,0.894
"16",0.815460890506753,0.791,0.865,0.814,0.622972356648925,0.716880710898204,0.777
"17",0.260280604944548,0.283,0.167,0.271,0.621273366985367,0.628490332890735,0.5
"18",0.511743129597142,0.495,0.734,0.495,0.542933454704406,0.57320336759855,0.651
"19",0.753001964945832,0.746,0.658,0.748,0.754646265850107,0.682536668936955,0.791
"20",0.884277145420591,0.87,0.198,0.893,0.798469318216086,0.844645242830891,0.946
"21",0.655023442255563,0.664,0.212,0.606,0.615166821873427,0.776733240692142,0.586
"22",0.496194442017886,0.498,0.448,0.489,0.57293628836417,0.612798712578622,0.542
"23",0.919289362793955,0.913,0.838,0.921,0.928161862761732,0.832734760144585,0.949
"24",0.147800834714041,0.162,0.102,0.129,0.161778566691244,0.185354171692479,0.203
"25",0.575730182009791,0.583,0.91,0.565,0.626490324676575,0.666296300497119,0.51
"26",0.0177362025154595,0.018,0.899,0.016,0.078663921653104,0.0167964443465309,0.009
"27",0.478548135793135,0.473,0.946,0.443,0.946991317218015,0.989882376688287,0.45
"28",0.0201204673094479,0.017,0.038,0.031,0.044129906023596,0.0457638866047861,0.015
"29",0.917149505554774,0.91,0.055,0.921,0.957075827286951,0.958621564479318,0.968
"30",0.696897729523325,0.68,0.999,0.684,0.871292864079446,0.990579400548115,0.745
"31",0.943538095005101,0.948,0.26,0.942,0.886085248153778,0.890448243248064,0.932
"32",0.712994216663586,0.739,0.342,0.716,0.358529275431213,0.490212846677403,0.486
"33",0.684971985451062,0.667,0.481,0.704,0.956317928729922,0.93897038531123,0.757
"34",0.161963815435874,0.157,0.131,0.128,0.062089534531756,0.090978571463312,0.177
"35",0.972888077251852,0.975,0.851,0.967,0.838931818501696,0.847848829078352,0.885
"36",0.0613572454833586,0.068,0.387,0.071,0.00646753549524859,0.0190373098815535,0.007
"37",0.0900756630697828,0.099,0.038,0.087,0.167659519098646,0.091254633971953,0.211
"38",0.480032615669202,0.475,0.45,0.456,0.859885495114732,0.902816801709181,0.476
"39",0.330847245138071,0.33,0.794,0.311,0.21238061382873,0.175515137684922,0.233
"40",0.198900214105084,0.181,0.082,0.213,0.266921751306635,0.216517772710766,0.188
"41",0.638215893828218,0.641,0.843,0.634,0.806781232676371,0.462425162859294,0.398
"42",0.104867780285634,0.109,0.994,0.097,0.156321944194609,0.124695551964431,0.176
"43",0.510865208179165,0.483,0.218,0.517,0.840063013274911,0.680426287244674,0.487
"44",0.00557777516632263,0.004,0.834,0.009,0.0150959245883822,0.0223186542673931,0.004
"45",0.214418269778619,0.239,0.775,0.191,0.138993742562746,0.19644476576275,0.237
"46",0.31623552203503,0.329,0.344,0.315,0.207346182528867,0.457672944617224,0.193
"47",0.932542071181152,0.939,0.211,0.917,0.908067905228706,0.880189868160689,0.939
"48",0.308970420161317,0.307,0.864,0.33,0.269195693740167,0.227122028843892,0.399
"49",0.520028875464326,0.533,0.433,0.542,0.615655945053833,0.52693325392193,0.578
