"","GO","GO-perm","PERMANOVA","BETADISPER","KS.original","WS.original","DHT"
"1",0.107098650405688,0.12,0.067,0.13,0.12537669233289,0.0790120592025081,0.155
"2",0.524750699630607,0.528,0.422,0.604,0.414927288269578,0.379397967926824,0.458
"3",0.636445002812122,0.633,0.223,0.574,0.89373483073906,0.855248983701416,0.658
"4",0.41712971051286,0.425,0.116,0.502,0.575592233575835,0.375216208684733,0.532
"5",0.0465915955707484,0.061,0.731,0.068,0.00856578456490231,0.0538730864346219,0.032
"6",0.765331711521031,0.762,0.238,0.782,0.872884897980014,0.954394982751978,0.855
"7",0.593927246797794,0.586,0.642,0.565,0.329360748321346,0.574028013389964,0.52
"8",0.303775039834079,0.318,0.4,0.306,0.199610284104454,0.400721110185964,0.294
"9",0.076735685354608,0.083,0.506,0.061,0.0824553080440025,0.0484130267885188,0.269
"10",0.291352425643924,0.283,0.844,0.295,0.260895530198579,0.264933742973493,0.256
"11",0.505268162354913,0.502,0.158,0.483,0.392690987505435,0.388619391254741,0.526
"12",0.505141799582285,0.534,0.483,0.522,0.468469661909724,0.431257405061188,0.633
"13",0.53158427149331,0.542,0.364,0.525,0.401142218968403,0.436665684762556,0.384
"14",0.769019567408552,0.788,0.427,0.774,0.780852835477598,0.777591167171762,0.872
"15",0.907319933444159,0.912,0.44,0.909,0.816581657246343,0.680131087156493,0.7
"16",0.398400540317676,0.398,0.251,0.333,0.158266940387607,0.152958270611658,0.11
"17",0.175872039186483,0.158,0.835,0.174,0.360875378398486,0.232836018195255,0.276
"18",0.954943123691913,0.962,0.477,0.964,0.586878850373961,0.796966219540576,0.781
"19",0.923684204689269,0.933,0.667,0.942,0.902022588477602,0.849126667540023,0.956
"20",0.66451047389197,0.688,0.409,0.623,0.569169434057298,0.477074962611646,0.589
"21",0.39498221666904,0.391,0.716,0.376,0.106122603647573,0.445150430070687,0.365
"22",0.740840730761538,0.757,0.65,0.799,0.671555830786821,0.637331513543434,0.866
"23",0.0327825146209451,0.034,0.226,0.021,0.0616177517694607,0.0454117605008875,0.071
"24",0.965766936804689,0.961,0.265,0.946,0.828282879012066,0.882874759643887,0.885
"25",0.981579828095616,0.983,0.713,0.992,0.951652782094982,0.924381823287457,0.984
"26",0.493965997516982,0.5,0.97,0.505,0.556348454426205,0.469319987760042,0.418
"27",0.770812121954252,0.745,0.058,0.753,0.664275366134799,0.621677813664041,0.745
"28",0.0633684042361617,0.063,0.067,0.057,0.0441644258037961,0.0817030660268145,0.065
"29",0.628830667659162,0.641,0.141,0.555,0.332878387257336,0.369421034103844,0.473
"30",0.45524666524708,0.49,0.633,0.365,0.388456074844796,0.523123830613392,0.463
